"","insecticide.resistance.hertiability","male.insecticide.exposure","female.insecticide.exposure","resistance.cost","intervention.coverage","dispersal","treatment.intensity"
"144",0.288315495816938,0.609548749118368,0.460436152309773,0.010198486591575,0.648801899445914,0.73235361890398,82.2959423438436
"145",0.116041696131881,0.162334577920241,0.526786257391551,0.106415963747971,0.710151073329858,0.369818682422396,26.4598718545025
"146",0.298102013554255,0.865034618988051,0.502312148299802,0.142918334370876,0.65331896794023,0.22822275807118,80.8513995340423
"147",0.115431801030727,0.00971889467739966,0.552203504986886,0.147417443401856,0.440270542924572,0.772756891826317,1.56530827442119
"148",0.298315754660446,0.115951437965152,0.722886126426864,0.168565578491534,0.392606916502193,0.590807427326087,5.45201050266738
"149",0.281281565098098,0.467205210161372,0.513079534130276,0.0564916329432756,0.465744336682074,0.477725086928569,41.0138717366981
"150",0.200912804857315,0.59364859071332,0.444970265364996,0.0716215438440861,0.183121548476964,0.472368910393734,1.46502848197249
"151",0.170316550755058,0.772245319108968,0.637771603194089,0.0651872404781138,0.570551302258298,0.390809655295611,56.2658063001119
"152",0.218358617238025,0.99857086337693,0.759011554172519,0.0284128987145391,0.375603204009738,0.140881195436846,80.5981672111752
"153",0.127425874303421,0.513233836289588,0.550360029251629,0.0992462412079119,0.100344569057673,0.284337543099727,0.514558978112832
"154",0.195970638684015,0.398944624116831,0.475974562584178,0.110291375234791,0.553813353256695,0.160142921709809,33.9054650353449
"155",0.209682475185714,0.25839129725236,0.589656971677102,0.151174241771779,0.704141886627805,0.636637320054732,38.3273477222731
"156",0.248592340835417,0.354354827140737,0.883958247840789,0.100511281598554,0.627636572989877,0.120046307557337,105.297549590361
"157",0.221711967299029,0.374703089359868,0.895188811737846,0.152653157026723,0.15102401196897,0.804370893845893,0.211162826534859
"158",0.161881356807245,0.99561058899397,0.792498538578022,0.104702966910196,0.785248620575722,0.220286883739624,122.898176754658
"159",0.111231539045298,0.0663602643846534,0.785615188481077,0.156286474728743,0.788584684771486,0.77679407376172,30.0385386510828
"160",0.130968495177635,0.587030500946916,0.459379427664413,0.0521927219058618,0.433873133119047,0.560273147580084,14.9418241085054
"161",0.129579841228726,0.155573753169761,0.774045708614017,0.10012013704458,0.464527919349819,0.669698990444113,8.58704002676751
"162",0.1578272819151,0.738533815456065,0.62888017892458,0.17663548076425,0.665916510249171,0.682573444571104,26.1484055539549
"163",0.153462915566802,0.367442151815817,0.792915532042738,0.0711110697208906,0.437524028729629,0.460289406394269,24.7588774960918
"164",0.26010320525096,0.893273946790723,0.698129030575662,0.132311991725714,0.777784997581244,0.462314479907006,135.438572018223
"165",0.0700064871018985,0.623617312749126,0.408077888061479,0.103472901891429,0.377686951708309,0.479601507138647,2.22016212190562
"166",0.151310593867779,0.771685413865652,0.435178132005699,0.169897880320105,0.640641666636169,0.656371307783853,16.1387228282393
"167",0.107076089419122,0.66054666634528,0.891683624195831,0.114248172800722,0.450462673191875,0.668069449080545,7.96046055971742
"168",0.248351966040285,0.0357915665321983,0.873537142143492,0.0556414597999137,0.293703527277913,0.764249692849647,4.66976053596068
"169",0.138356668223604,0.310287870354881,0.426705022033956,0.120485949510262,0.223055614018105,0.701737769323345,0.107544517706014
"170",0.286224904581864,0.389486892670859,0.751413129961828,0.0170987399791148,0.712652761857975,0.640571308840774,136.981692027022
"171",0.205019931156898,0.531908607131918,0.708761094256176,0.0756080789380351,0.468803051367588,0.687424265962839,25.9302815493366
"172",0.113763880226651,0.602378385447455,0.807142247012199,0.0583166345290365,0.604784210492093,0.502521131673213,45.8230422829789
"173",0.0985676552113728,0.879931248813239,0.723726636142738,0.112741925710028,0.754162752138469,0.747360675259102,46.300824325762
"174",0.282580331940175,0.524379136825795,0.789519960100553,0.177701745160489,0.255542720252313,0.157519440418687,8.13519429422581
"175",0.240130164806847,0.424182723015873,0.446373669392488,0.186339064318701,0.507664923534133,0.323900129071902,12.042689633775
"176",0.297564905408717,0.949977083949861,0.869988215293828,0.0807141479358089,0.259435442006085,0.405631196802966,14.02624764372
"177",0.227340055840736,0.787982496912591,0.734712377185142,0.129685071536765,0.131005552607812,0.538634170841221,0.565651350196598
"178",0.0886248691320885,0.954125129294721,0.428829307011527,0.0536048766405853,0.220907563370988,0.804766141574718,0.46946020367883
"179",0.148886609326449,0.0107841498182388,0.43741200019971,0.0765275642286877,0.384990253835451,0.204694267701171,10.1117014018232
"180",0.28741410159482,0.890883099229005,0.700022732366633,0.0951552353742919,0.220063141527157,0.400476586074978,5.52476776068217
"181",0.186861753393238,0.280635014736908,0.429401634874172,0.0758335836148302,0.116532761424892,0.689272472180724,0.109978940867283
"182",0.165725786479871,0.114208999067405,0.569506118734507,0.129469077441497,0.138572930105198,0.581407913989741,0.174680235104813
"183",0.218520938069484,0.17338510596829,0.860903209870739,0.113785036058319,0.320460939794239,0.211718793311957,11.2079839634989
"184",0.181737128396326,0.10974411917252,0.590668658100069,0.191092738477509,0.75194289291691,0.355258549743537,35.6382802195003
"185",0.262249127009587,0.826067263367376,0.668204505056283,0.180153190760136,0.45867649537351,0.37005317505382,18.3536419177575
"186",0.256714729095,0.799394912489154,0.686463880647847,0.167492561620427,0.714910084872022,0.160462988212127,105.151768467204
"187",0.255822275072709,0.864881939240405,0.543325077913189,0.196323632083772,0.868722010377813,0.179007523864247,117.538606238901
"188",0.205243882932683,0.0167559289026773,0.611585223166982,0.116111033975272,0.28775961015217,0.314423162478358,3.70267396969751
"189",0.184209617793147,0.731768695148942,0.644792644248751,0.028740317255113,0.312674606001508,0.416854322728943,27.9050204300705
"190",0.24290874026774,0.592191315486445,0.44435277308363,0.171134731077284,0.233558371445127,0.496694836852197,0.46596798863758
"191",0.290967269003013,0.360086843440402,0.699641167826694,0.130603611616032,0.110755501385741,0.755736985944007,0.225201134650454
"192",0.213722856695601,0.906537593517383,0.465881932415278,0.0120763360792545,0.190332590147834,0.602227331745494,11.2421547704852
"193",0.18103022924441,0.602984372066171,0.626242373288877,0.14261346830787,0.832065356775578,0.856459438368231,71.3503376708748
"194",0.257685614295758,0.876596002125647,0.606662700846291,0.197047613227323,0.752903040848021,0.111925066648386,99.7643716644404
"195",0.103979981544893,0.604189826737065,0.86396157359106,0.161520254481252,0.287267952927519,0.524205823768787,1.45875740539574
"196",0.141558085206797,0.469271988688339,0.548940530193434,0.0331489477744673,0.859395448186845,0.124782765508015,75.4887034443459
"197",0.191403812808206,0.505649638249562,0.474913295408897,0.113726488169069,0.821541083553899,0.262203803665265,68.3649401530178
"198",0.151114841028483,0.628969792721583,0.669121743078309,0.193686264474055,0.167039068775605,0.601296523986924,0.273581121449281
"199",0.199181342644372,0.404326602023444,0.423040513740969,0.111314913892697,0.256576310368478,0.352498261801694,2.33846617028414
"200",0.238976935972599,0.244600409064791,0.638133079529903,0.10562293858181,0.70901881303221,0.336603195929453,71.8974405903871
"201",0.163383296941791,0.632266658089566,0.570894797662902,0.161860653087979,0.504901520279013,0.790191850785445,6.01238958564182
"202",0.261825496919482,0.746726931898133,0.76997078019426,0.0188767657446095,0.647699029312171,0.405754918802511,152.827168583584
"203",0.123993229947338,0.950511478949245,0.579366416670475,0.0716025381808972,0.42090209151987,0.677721866347268,12.0796887080089
"204",0.277670896277693,0.00613056348683313,0.672647058728733,0.140651178264364,0.144831417361163,0.712486770366076,0.200835129875007
"205",0.0889095258970978,0.596640429554484,0.854773634241009,0.197911563505745,0.815877530754842,0.713677068311516,37.7908823046391
"206",0.149760883703514,0.878412495779502,0.788940430516482,0.0864321302067155,0.34315788896488,0.899450470783841,2.61456253515134
